t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[14, 10, 18, 1, 3, 8, None, 8, 14, 10, 6, 1, 19, 12, 11, 10, 1, 5, 3, 3]","[14, 10, 18, 1, 3, 10, None, 10, 12, 10, 6, 1, 19, 15, 11, 14, 1, 5, 3, 3]",5,5,8,5,0.0003282229881733656,5.040205560158938
"[17, 7, 13, 0, 13, 17, 15, 4, 12, 1, 0, 19, 14, 3, 11, 13, 8, None, 14, 10]","[17, 14, 13, 0, 16, 7, 17, 4, 1, 5, 0, 19, 15, 3, 11, 13, 8, None, 14, 10]",5,5,15,5,0.0003533910494297743,5.084666674025357
"[4, 0, 11, 4, None, 4, 17, 9, 14, 8, 14, 6, 6, 18, 19, 17, 19, 5, 19, 15]","[4, 5, 11, 4, None, 4, 17, 9, 14, 19, 14, 6, 18, 6, 0, 17, 19, 5, 19, 15]",5,5,14,5,0.00031710206530988216,4.892863224959001
"[19, 13, 14, 7, 19, 9, 12, 8, None, 7, 6, 1, 8, 8, 12, 17, 3, 9, 3, 12]","[19, 13, 14, 19, 3, 19, 12, 8, None, 7, 12, 1, 8, 8, 12, 17, 9, 9, 3, 12]",5,5,19,5,0.00031944713555276394,4.873075210023671
"[19, 7, 19, 5, 8, 11, 1, 0, 3, 2, 19, 7, 8, 15, 19, 5, 6, 14, 5, None]","[19, 14, 19, 5, 8, 11, 9, 0, 3, 7, 19, 14, 8, 15, 19, 5, 6, 2, 11, None]",5,5,11,5,0.00033907382749021053,5.070392295019701
"[12, 0, 9, 10, 16, 2, 10, 8, 11, 8, 9, None, 2, 18, 3, 10, 10, 9, 8, 15]","[2, 12, 9, 10, 2, 2, 10, 8, 11, 8, 9, None, 0, 18, 3, 5, 10, 9, 8, 15]",5,5,13,4,0.000332552008330822,0.22084767487831414
"[1, None, 18, 11, 2, 14, 5, 0, 14, 19, 2, 14, 9, 19, 12, 16, 8, 3, 17, 1]","[1, None, 9, 11, 0, 15, 2, 0, 14, 19, 5, 14, 9, 19, 12, 16, 8, 3, 17, 1]",5,5,11,5,0.0003562760539352894,5.059566692914814
"[15, 0, 12, 17, 11, 17, 2, 12, 2, 8, 11, None, 0, 9, 5, 10, 8, 8, 4, 1]","[15, 0, 12, 17, 6, 17, None, 12, 2, 15, 6, 2, 0, 9, 5, 10, 19, 8, 17, 1]",5,5,12,5,0.0003322309348732233,5.108296897960827
"[16, 13, 8, 6, 3, 14, 7, 12, 6, 11, 3, 7, None, 0, 8, 17, 4, 18, 16, 10]","[16, 7, 8, 6, 3, 14, 7, 12, 6, 11, 7, 7, None, 0, 11, 17, 4, 10, 3, 18]",5,5,15,5,0.0003733679186552763,5.134362505981699
"[6, 12, 11, 18, 16, 6, 10, 5, 2, 14, 19, 3, None, 16, 4, 12, 0, 0, 10, 15]","[11, 16, 0, 18, 2, 6, 10, 5, 12, 14, 19, 3, 11, 2, 4, 16, None, 11, 10, 15]",5,5,10,5,0.0003801509737968445,5.215361600043252
